DEPTH,GR
9.67 ,4.84 
8.16 ,3.99 
3.22 ,0.34 
0.59 ,9.25 
4.96 ,4.59 
3.30 ,3.87 
5.73 ,3.97 
2.83 ,5.04 
1.17 ,6.14 
3.54 ,8.46 
4.27 ,7.73 
8.61 ,1.58 
8.00 ,4.45 
6.89 ,8.18 
4.91 ,7.47 
3.12 ,1.62 
4.06 ,8.40 
9.13 ,2.12 
6.02 ,6.41 
5.46 ,0.50 
1.58 ,8.91 
1.10 ,9.52 
1.49 ,2.49 
2.23 ,6.13 
4.84 ,0.46 
5.82 ,1.34 
5.95 ,7.87 
7.64 ,0.15 
1.37 ,8.01 
0.89 ,7.31 
3.71 ,2.54 
6.48 ,0.42 
3.12 ,6.94 
9.00 ,8.44 
2.00 ,0.99 
9.68 ,3.15 
0.99 ,5.10 
4.76 ,1.60 
3.85 ,7.68 
0.72 ,3.13 
1.62 ,3.88 
1.64 ,0.37 
9.45 ,0.11 
8.96 ,5.00 
2.89 ,1.18 
3.97 ,9.90 
6.96 ,8.04 
1.78 ,5.58 
8.44 ,7.20 
6.13 ,4.25 
7.54 ,8.81 
2.97 ,6.86 
9.48 ,0.51 
2.57 ,5.03 
2.04 ,2.40 
3.56 ,0.79 
3.96 ,7.50 
8.32 ,1.52 
7.60 ,9.89 
9.47 ,5.94 
1.22 ,2.09 
2.05 ,3.55 
4.43 ,4.25 
4.19 ,9.97 
0.11 ,6.23 
3.09 ,6.43 
8.18 ,8.25 
0.20 ,8.44 
4.21 ,3.94 
6.68 ,1.10 
7.35 ,6.66 
7.03 ,0.97 
6.43 ,3.37 
3.98 ,4.66 
5.92 ,5.73 
1.25 ,1.42 
4.10 ,6.54 
8.51 ,2.28 
7.59 ,9.13 
9.74 ,2.27 
1.55 ,8.98 
8.33 ,7.53 
8.16 ,2.31 
8.30 ,4.90 
3.84 ,8.75 
4.88 ,7.71 
3.40 ,2.77 
2.42 ,8.31 
3.22 ,3.98 
3.59 ,8.02 
8.17 ,0.60 
2.95 ,4.39 
1.31 ,2.28 
4.54 ,4.37 
1.52 ,8.56 
1.01 ,9.74 
7.37 ,6.22 
4.71 ,8.11 
7.00 ,7.97 
0.32 ,3.17 
1.41 ,0.50 
3.95 ,3.92 
3.16 ,5.76 
3.22 ,4.77 
3.35 ,6.20 
7.05 ,7.66 
0.63 ,7.47 
5.49 ,7.60 
8.01 ,8.82 
3.00 ,6.01 
2.10 ,2.24 
2.56 ,7.85 
7.96 ,3.80 
4.81 ,5.64 
7.83 ,5.32 
6.67 ,7.94 
8.39 ,2.51 
3.99 ,1.23 
8.91 ,6.69 
4.66 ,4.62 
1.92 ,9.62 
9.50 ,0.09 
9.83 ,7.08 
4.86 ,7.41 
5.45 ,7.62 
7.12 ,1.65 
1.62 ,6.47 
2.31 ,3.64 
1.78 ,0.44 
4.15 ,7.28 
5.72 ,0.21 
6.38 ,0.88 
6.43 ,6.61 
1.40 ,9.93 
8.64 ,1.33 
2.52 ,9.93 
3.45 ,8.28 
3.22 ,0.64 
1.59 ,1.44 
8.22 ,8.98 
6.91 ,7.89 
2.83 ,7.98 
3.51 ,3.62 
5.20 ,9.43 
4.97 ,1.38 
6.97 ,2.46 
0.74 ,1.76 
5.24 ,3.52 
5.59 ,7.37 
6.68 ,7.09 
9.36 ,6.75 
0.93 ,6.08 
5.54 ,5.09 
4.95 ,3.69 
2.13 ,5.39 
3.51 ,3.00 
9.46 ,8.60 
2.84 ,8.41 
1.31 ,4.18 
6.23 ,5.54 
1.00 ,2.69 
0.08 ,8.21 
4.56 ,7.07 
2.15 ,4.61 
4.90 ,3.04 
9.38 ,5.80 
7.63 ,7.78 
7.35 ,8.90 
0.71 ,9.47 
6.11 ,2.72 
9.88 ,3.47 
8.70 ,0.91 
1.09 ,0.46 
3.37 ,5.61 
3.39 ,5.57 
2.84 ,1.63 
9.69 ,1.09 
3.00 ,1.40 
2.69 ,4.02 
9.40 ,5.26 
4.69 ,6.58 
7.56 ,2.05 
1.02 ,8.54 
3.49 ,1.26 
7.29 ,7.96 
1.77 ,0.54 
3.69 ,5.25 
6.95 ,7.55 
7.75 ,7.08 
0.79 ,5.87 
4.31 ,4.54 
2.39 ,0.74 
7.46 ,2.14 
2.88 ,1.30 
7.17 ,4.08 
9.51 ,9.15 
8.23 ,7.58 
5.52 ,8.56 
8.42 ,7.95 
3.10 ,5.96 
8.02 ,8.07 
7.59 ,0.93 
8.65 ,0.81 
7.82 ,9.64 
3.76 ,7.45 
0.23 ,0.48 
6.79 ,4.93 
7.86 ,5.69 
6.08 ,4.66 
7.95 ,8.26 
1.27 ,0.39 
3.56 ,6.50 
0.89 ,2.83 
0.54 ,2.62 
2.23 ,8.17 
7.77 ,5.14 
2.68 ,5.89 
6.41 ,8.25 
3.68 ,9.08 
6.83 ,8.52 
1.15 ,6.69 
9.28 ,2.48 
5.20 ,9.07 
1.73 ,9.90 
1.68 ,8.77 
4.87 ,7.05 
0.00 ,1.06 
2.30 ,4.41 
4.91 ,8.16 
2.15 ,4.43 
8.67 ,3.76 
3.78 ,3.22 
7.54 ,3.59 
3.44 ,7.84 
7.81 ,6.24 
4.06 ,9.73 
0.66 ,1.21 
6.25 ,3.29 
8.60 ,2.29 
2.68 ,2.61 
3.62 ,6.41 
9.08 ,2.16 
9.06 ,2.30 
7.86 ,3.87 
6.16 ,1.06 
0.42 ,7.99 
0.35 ,0.68 
4.42 ,7.10 
9.08 ,4.80 
8.31 ,10.00 
7.11 ,6.33 
9.74 ,7.40 
4.99 ,6.53 
0.94 ,7.33 
5.79 ,0.37 
7.12 ,3.20 
9.01 ,3.30 
7.24 ,1.38 
2.51 ,0.84 
1.56 ,5.93 
3.26 ,3.55 
1.17 ,5.46 
7.92 ,8.29 
2.67 ,2.83 
3.37 ,4.36 
1.80 ,3.50 
0.97 ,6.83 
8.01 ,1.98 
3.59 ,6.53 
1.88 ,9.09 
3.35 ,0.53 
8.80 ,5.24 
8.07 ,0.38 
9.81 ,1.31 
1.60 ,2.08 
6.08 ,3.21 
1.42 ,8.47 
6.28 ,0.43 
2.51 ,4.46 
1.19 ,1.84 
8.48 ,1.58 
8.66 ,8.60 
7.94 ,8.60 
6.90 ,9.70 
7.76 ,8.98 
8.70 ,4.94 
0.63 ,2.60 
1.97 ,8.40 
4.17 ,8.13 
2.36 ,5.63 
5.22 ,2.10 
6.35 ,1.51 
2.95 ,2.20 
7.30 ,2.75 
9.00 ,2.86 
0.82 ,8.42 
6.86 ,6.13 
6.97 ,5.92 
1.35 ,5.83 
0.49 ,6.44 
0.47 ,5.83 
1.01 ,3.19 
4.38 ,6.27 
6.73 ,4.40 
3.94 ,4.13 
5.24 ,1.30 
9.19 ,5.07 
7.48 ,5.60 
2.85 ,3.07 
5.24 ,3.96 
4.59 ,0.00 
3.97 ,5.45 
6.36 ,6.92 
0.07 ,5.55 
3.48 ,0.90 
5.41 ,0.60 
3.02 ,0.90 
7.00 ,2.61 
8.10 ,4.52 
8.82 ,2.35 
2.45 ,0.23 
7.08 ,5.09 
1.85 ,4.03 
6.32 ,6.03 
6.50 ,3.99 
9.76 ,7.32 
6.26 ,1.16 
3.56 ,7.22 
8.68 ,8.48 
7.64 ,1.98 
2.84 ,3.36 
6.09 ,0.06 
9.68 ,9.35 
2.48 ,7.02 
0.96 ,2.07 
3.34 ,3.78 
0.09 ,7.45 
8.23 ,1.71 
0.50 ,5.37 
8.90 ,1.53 
9.00 ,4.88 
7.68 ,4.06 
3.28 ,0.42 
4.96 ,1.44 
8.77 ,8.14 
4.98 ,6.51 
3.50 ,7.14 
9.77 ,9.14 
2.48 ,8.91 
4.14 ,9.47 
1.14 ,4.56 
8.09 ,8.07 
8.02 ,9.22 
6.39 ,4.38 
5.18 ,1.54 
9.88 ,8.49 
5.30 ,4.34 
8.78 ,3.48 
2.79 ,2.19 
7.19 ,7.27 
1.62 ,2.28 
6.18 ,2.03 
8.80 ,6.07 
4.53 ,2.95 
4.77 ,4.66 
8.27 ,2.39 
4.61 ,5.36 
2.08 ,9.31 
1.55 ,7.05 
7.63 ,9.18 
8.13 ,2.46 
7.19 ,4.66 
6.54 ,9.70 
6.78 ,2.01 
1.04 ,6.73 
0.50 ,2.42 
4.48 ,6.79 
0.02 ,0.02 
5.24 ,6.49 
1.53 ,0.70 
3.94 ,8.78 
4.17 ,9.70 
8.52 ,9.03 
7.72 ,2.33 
1.20 ,8.80 
2.57 ,8.00 
8.46 ,6.60 
6.24 ,2.96 
5.95 ,7.24 
2.46 ,5.49 
3.53 ,1.28 
5.73 ,5.30 
9.88 ,9.19 
6.20 ,2.25 
8.34 ,4.96 
9.79 ,4.54 
5.15 ,3.78 
8.08 ,0.92 
6.71 ,2.16 
6.88 ,3.90 
4.54 ,5.71 
9.59 ,1.85 
2.22 ,6.84 
0.76 ,1.31 
4.65 ,0.28 
9.37 ,3.91 
9.12 ,1.99 
5.73 ,5.30 
2.32 ,3.92 
6.17 ,7.70 
7.21 ,5.36 
2.23 ,6.92 
4.52 ,8.77 
8.61 ,8.70 
0.82 ,1.55 
8.27 ,7.17 
6.93 ,3.16 
4.53 ,0.20 
5.39 ,8.68 
0.60 ,7.46 
0.70 ,8.26 
4.47 ,3.85 
1.81 ,5.56 
1.85 ,2.18 
6.24 ,9.86 
9.78 ,8.98 
3.45 ,0.56 
8.81 ,6.12 
4.05 ,9.45 
9.41 ,2.85 
9.97 ,4.88 
2.98 ,5.33 
9.68 ,1.82 
7.86 ,0.52 
9.61 ,2.97 
4.81 ,6.85 
8.09 ,5.09 
7.89 ,8.79 
4.66 ,6.89 
1.80 ,6.81 
5.00 ,7.20 
8.13 ,7.72 
2.03 ,0.56 
8.87 ,0.94 
9.89 ,2.57 
8.49 ,9.03 
8.62 ,3.64 
9.65 ,4.94 
7.84 ,5.97 
4.72 ,8.28 
1.07 ,1.21 
1.62 ,0.91 
1.33 ,2.91 
2.22 ,1.33 
1.45 ,0.40 
8.85 ,6.40 
9.60 ,5.42 
1.28 ,8.97 
6.26 ,1.24 
3.56 ,6.14 
3.90 ,5.86 
8.02 ,2.27 
3.97 ,6.61 
8.74 ,7.00 
2.28 ,2.39 
9.53 ,1.79 
6.44 ,0.29 
8.45 ,0.72 
0.95 ,9.91 
3.30 ,8.92 
8.74 ,1.63 
9.90 ,7.62 
4.56 ,2.35 
8.71 ,0.42 
5.69 ,7.24 
1.04 ,9.33 
1.82 ,2.19 
6.97 ,0.93 
5.99 ,2.28 
5.38 ,9.13 
6.07 ,9.38 
9.14 ,4.95 
7.28 ,2.37 
0.70 ,0.82 
4.54 ,6.75 
7.14 ,3.88 
1.96 ,7.76 
6.72 ,0.47 
1.36 ,4.82 
8.68 ,4.56 
1.83 ,9.06 
8.94 ,6.54 
5.04 ,5.96 
9.15 ,6.70 
9.48 ,7.88 
6.28 ,2.54 
6.38 ,1.42 
9.37 ,9.56 
4.27 ,8.99 
0.56 ,2.52 
5.84 ,9.85 
7.79 ,8.51 
8.06 ,3.48 
9.09 ,3.28 
2.67 ,1.03 
1.48 ,5.51 
6.55 ,6.44 
6.63 ,9.49 
